City,State,Start_Lat,Start_Lng,n_acc,n_rows,County
Antwerp,OH,41.183189999999996,-84.70522300000002,2,4,Paulding
Apache Junction,AZ,33.39518154552333,-111.54614053608996,76,120,Pinal
Apalachicola,FL,29.722025142857145,-85.07253085714287,2,14,Franklin
Apalachin,NY,42.075868855916084,-76.18542270539277,15,43,Tioga
Apex,NC,35.716416838150664,-78.84906987439906,812,1406,Wake
Apison,TN,35.01789646546867,-85.03036427578259,48,121,Hamilton
Apollo,PA,40.553719511853856,-79.58332857979705,73,172,Westmoreland
Apollo Beach,FL,27.774612100921708,-82.3784609266045,284,382,Hillsborough
Apopka,FL,28.681446923835953,-81.50892594436213,1055,2088,Orange
Apple Creek,OH,40.727683687500004,-81.7934379375,3,8,Wayne
Apple Valley,CA,34.51487091718348,-117.18087645133151,392,800,San Bernardino
Apple Valley,UT,37.04933953333333,-113.0856712,3,15,Washington
Applegate,CA,39.00080187847803,-120.99426284604851,90,152,Placer
Appleton,MN,45.27561619566996,-96.00148512890432,5,24,Swift
Appleton,WI,44.28200723150612,-88.41217463143073,230,304,Outagamie
Appling,GA,33.536868939133505,-82.32694150340168,12,27,Columbia
Appomattox,VA,37.34734778741998,-78.82035656992284,33,100,Appomattox
Aptos,CA,36.97628845967582,-121.89207351080196,729,1171,Santa Cruz
Aquasco,MD,38.559987,-76.73740500000002,1,3,Prince George's
Arab,AL,34.28105216911765,-86.50396324142156,22,68,Cullman
Arabi,GA,31.834310585363205,-83.71396523053212,19,26,Crisp
Arabi,LA,29.95805,-90.00621,1,3,St. Bernard
Arapahoe,CO,39.00189233333334,-102.286393,2,9,Cheyenne
Ararat,VA,36.60983206896552,-80.56001917241379,7,29,Patrick
Arbuckle,CA,39.01206257886691,-122.04468411990003,165,363,Colusa
Arbyrd,MO,36.046392,-90.241626,1,2,Dunklin
Arcade,NY,42.53403854166667,-78.42571277083334,6,12,Wyoming
Arcadia,CA,34.139882305513474,-118.03907629767289,737,990,Los Angeles
Arcadia,FL,27.190568741044135,-81.89114011826744,339,901,DeSoto
Arcadia,IN,40.15258642424243,-86.11341392929293,9,33,Hamilton
Arcadia,KS,37.674279500000004,-94.70349974999999,2,12,Bourbon
Arcadia,LA,32.56402655626802,-92.92013456476323,9,20,Bienville
Arcadia,NE,41.394069,-99.251749,1,3,Custer
Arcadia,OH,41.065331,-83.514832,1,5,Hancock
Arcadia,OK,35.66111,-97.264931,2,6,Oklahoma
Arcadia,SC,34.957764562499996,-81.99257978125,7,32,Spartanburg
Arcadia,WI,44.27402100000001,-91.47744,1,6,Trempealeau
Arcadia West,FL,27.292021,-82.05622099999998,2,7,DeSoto
Arcanum,OH,39.99052838181818,-84.5542846909091,12,55,Darke
Arcata,CA,40.873984758294505,-124.08999881734805,257,519,Humboldt
Arch Cape,OR,45.8002339010989,-123.962086989011,19,39,Clatsop
Archbald,PA,41.49824355151133,-75.53797674693175,11,25,Lackawanna
Archbold,OH,41.57754033236575,-84.31441653265601,41,53,Fulton
Archdale,NC,35.92092342307693,-79.93986557692308,3,13,Guilford
Archer,FL,29.536577322042273,-82.52199693291512,89,249,Alachua
Archer City,TX,33.5841155882353,-98.630065,5,17,Archer
Archie,MO,38.472177,-94.341428,1,4,Cass
Arco,ID,43.63280628186265,-113.29262449642786,5,19,Butte
Arcola,IL,39.66520456475883,-88.2927256100015,18,33,Douglas
Ardara,PA,40.35735538751615,-79.73740092268962,3,9,Westmoreland
Arden,NC,35.46902902585929,-82.54588437515085,568,715,Buncombe
Ardmore,AL,34.96755262938218,-86.82461678146349,42,114,Limestone
Ardmore,OK,34.19149962,-97.14036216000001,7,25,Carter
Ardmore,PA,40.006434724804755,-75.29074943772011,177,365,Montgomery
Ardmore,TN,35.00987974703923,-86.87490788076336,22,48,Giles
Ardsley,NY,41.008882300024936,-73.84490798640678,107,137,Westchester
Argenta,IL,39.9763116875,-88.7970529375,3,8,Macon
Argos,IN,41.193529727272725,-86.2505000909091,6,33,Marshall
Argusville,ND,47.077246874575856,-96.94671328155948,37,43,Cass
Argyle,IA,40.57946272953341,-91.56418474402605,3,8,Lee
Argyle,NY,43.234569762832706,-73.49370538132659,24,57,Washington
Argyle,TX,33.12711437737508,-97.20827830210698,62,99,Denton
Ariel,WA,45.98562324064311,-122.49504570486373,11,27,Cowlitz
Arimo,ID,42.533449056353376,-112.17336367336651,2,9,Bannock
Aripeka,FL,28.432367,-82.66440300000002,1,3,Pasco
Ariton,AL,31.565897666666668,-85.72975568421053,16,57,Dale
Arkadelphia,AR,34.1471314392935,-93.07776588359721,121,175,Clark
Arkansas City,AR,33.71164441092628,-91.24107956842784,1,3,Desha
Arlee,MT,47.15462553986342,-114.07335847304758,63,127,Lake
Arleta,CA,34.24485665267857,-118.42873708452382,54,112,Los Angeles
Arlington,AL,32.026687,-87.565151,1,4,Wilcox
Arlington,AZ,33.363029,-112.79190799999999,1,3,Maricopa
Arlington,IN,39.65495,-85.628163,1,5,Rush
Arlington,MA,42.41109790306123,-71.16307860204083,18,49,Middlesex
Arlington,MN,44.57447117010777,-94.09078078188857,24,53,Sibley
Arlington,NE,41.53832271018773,-96.3562615100747,3,14,Washington
Arlington,OR,45.715520064290786,-120.30045104996631,311,336,Gilliam
Arlington,TN,35.25470414681047,-89.69858368481248,191,261,Shelby
Arlington,TX,32.70958221071862,-97.11770421181896,1710,1994,Tarrant
Arlington,VA,38.87310552064893,-77.07962074893045,2627,3154,Arlington
Arlington,WA,48.18224735530281,-122.15581673397625,228,366,Snohomish
Arlington,WI,43.311462541353386,-89.39136604887217,13,38,Columbia
Arlington Heights,IL,42.10883006198256,-87.99070403175146,163,264,Cook
Armagh,PA,40.4518765,-79.05216300000001,2,6,Indiana
Armbrust,PA,40.222162,-79.55260799999998,1,4,Westmoreland
Armington,IL,40.361328,-89.311852,1,6,Tazewell
Armona,CA,36.31256394743443,-119.70867801801188,75,191,Kings
Armonk,NY,41.11440119158508,-73.71075078122836,151,176,Westchester
Armstrong,IA,43.39489817598631,-94.50775980904338,2,9,Emmet
Armuchee,GA,34.39941318421053,-85.17733381578948,11,38,Floyd
Arnegard,ND,47.80475300000001,-103.396772,1,6,McKenzie
Arnold,CA,38.30122517854141,-120.27367500707557,184,379,Calaveras
Arnold,MD,39.029907258285796,-76.50068559477972,27,66,Anne Arundel
Arnold,MO,38.4341601741197,-90.39013836018667,91,129,Jefferson
Arnoldsville,GA,33.891415,-83.193908,1,3,Oglethorpe
Aromas,CA,36.86753383017537,-121.63750693001884,217,339,Monterey
Arona,PA,40.269599647058826,-79.66020779411764,7,34,Westmoreland
Arrey,NM,32.78671145423514,-107.26607680269592,3,5,Sierra
Arriba,CO,39.281955459527275,-103.303486905527,10,27,Lincoln
Arrington,TN,35.8497712156501,-86.62797058476767,19,39,Williamson
Arrington,VA,37.69811149951022,-78.94316421741973,32,63,Nelson
Arroyo Grande,CA,35.10793015450648,-120.55544598981973,510,927,San Luis Obispo
Artesia,CA,33.87502943191226,-118.08295419505745,236,298,Los Angeles
Artesia,NM,32.8359526,-104.3878634,6,25,Eddy
Arthur,ND,47.14190125442915,-97.21765637351406,2,6,Cass
Artois,CA,39.62054404032258,-122.19812723387096,9,31,Glenn
Arundel,ME,43.458698,-70.492653,1,6,York
Arvada,CO,39.809134175252865,-105.09041020708379,248,447,Jefferson
Arverne,NY,40.59206782352941,-73.79585052941177,3,17,Queens
Arvilla,ND,47.933729625000005,-97.48926991666667,6,24,Grand Forks
Arvin,CA,35.141708252395354,-118.86183434692241,371,622,Kern
Asbury,MO,37.337602,-94.617752,1,5,Jasper
Asbury,NJ,40.651293386761765,-75.02721768452642,54,67,Hunterdon
Asbury,WV,37.89333260168833,-80.59961393533945,4,8,Greenbrier
Asbury Park,NJ,40.249138381616326,-74.06471091327106,65,119,Monmouth
Ash,NC,34.049823608695654,-78.50269098550726,12,23,Brunswick
Ash Flat,AR,36.191337,-91.620583,1,5,Sharp
Ash Fork,AZ,35.23418081522192,-112.62219770342604,147,177,Yavapai
Ash Grove,MO,37.29616047428571,-93.59116887714286,22,70,Greene
Ashaway,RI,41.43232143050977,-71.78416501506187,25,63,Washington
Ashburn,GA,31.720909471368852,-83.65625642544497,48,91,Turner
Ashburn,VA,39.02250107343242,-77.49252731995075,835,1590,Loudoun
Ashburnham,MA,42.642132,-71.88874100000002,1,6,Worcester
Ashby,MA,42.67898231182796,-71.82099034408603,9,31,Middlesex
Ashby,MN,46.05050186805099,-95.8286669056268,189,223,Grant
Ashdown,AR,33.699570876228734,-94.11185092625168,8,27,Little River
Asheboro,NC,35.6733715447169,-79.82608051623686,102,258,Randolph
Asheville,NC,35.563557013431435,-82.57288833628891,2101,2910,Buncombe
Ashford,AL,31.188036368421052,-85.24732047368421,6,19,Houston
Ashford,CT,41.87954258139535,-72.15756555813954,9,43,Windham
Ashford,WA,46.756500616650285,-122.03071699737445,3,14,Pierce
Ashkum,IL,40.88434610000001,-87.96811773333334,21,30,Iroquois
Ashland,AL,33.204126,-85.89420600000003,1,4,Clay
Ashland,KY,38.475528988324804,-82.63902511577355,8,35,Boyd
Ashland,MA,42.262443625,-71.48132525000001,4,16,Middlesex
Ashland,MO,38.78111321428572,-92.25642621428571,3,14,Boone
Ashland,MT,45.585391666666666,-106.24794500000002,2,9,Rosebud
Ashland,NE,41.0189190400738,-96.33068146090268,20,49,Cass
Ashland,NH,43.706932875,-71.636049375,5,16,Grafton
Ashland,OH,40.83599237594877,-82.30098354174572,48,124,Ashland
Ashland,OR,42.13135569221837,-122.60734003081973,764,929,Jackson
Ashland,PA,40.77943196629021,-76.33450656566849,74,153,Schuylkill
Ashland,VA,37.74450844597441,-77.45778957029366,1026,1130,Hanover
Ashland,WI,46.58746547692307,-90.95334991692309,2,13,Bayfield
Ashland City,TN,36.2681901376164,-87.01814652130527,14,63,Cheatham
Ashley,IN,41.54096561111111,-85.056081,4,18,Steuben
Ashley,MI,43.16862714630227,-84.570711217873,16,31,Gratiot
Ashley,ND,46.027777,-99.749402,1,4,McIntosh
Ashley,OH,40.39793972727273,-82.97538754545454,2,11,Delaware
Ashley,PA,41.19709,-75.954369,1,4,Luzerne
Ashtabula,OH,41.837863927179484,-80.76240625153847,26,65,Ashtabula
Ashton,IA,43.31604000000001,-95.77844850000001,2,6,Osceola
Ashton,ID,44.04893,-111.478711,1,5,Fremont
Ashton,IL,41.87893291686477,-89.1417195826235,5,13,Lee
Ashton,NE,41.236545,-98.758179,1,4,Sherman
Ashuelot,NH,42.777624499999995,-72.42354549999999,2,10,Cheshire
Ashville,AL,33.832340974211384,-86.28953298201614,21,35,St Clair
Ashville,NY,42.12345701935484,-79.41063845161291,10,31,Chautauqua
Ashville,OH,39.71453367760943,-82.9834990496633,24,66,Pickaway
Ashville,PA,40.552822308994465,-78.54200901521658,44,125,Cambria
Askov,MN,46.20002235474644,-92.80675080150857,24,49,Pine
Aspen,CO,39.17762880164935,-106.77596611030309,39,59,Pitkin
Aspers,PA,39.96699334722222,-77.22571859722223,22,72,Adams
Aspinwall,PA,40.489685,-79.904034,1,5,Allegheny
Assawoman,VA,37.869127,-75.53906149999999,2,6,Accomack
Assonet,MA,41.78574155957663,-71.08457731215083,15,34,Bristol
Astatula,FL,28.706062457060145,-81.72187803583982,11,36,Lake
Aston,PA,39.849153975664485,-75.42256334361818,174,299,Delaware
Astor,FL,29.159219231811406,-81.55579298947974,58,158,Lake
Astoria,NY,40.769497992827326,-73.91452393447602,354,524,Queens
Astoria,OR,46.167642145520574,-123.77735698480268,322,418,Clatsop
Atalissa,IA,41.651095762648815,-91.17251439880953,18,32,Cedar
Atascadero,CA,35.46961610787275,-120.66910586334221,237,373,San Luis Obispo
Atascosa,TX,29.262960760653407,-98.70623492464259,4,18,Bexar
Atco,NJ,39.76738498060192,-74.89531869646703,18,33,Camden
Atglen,PA,39.937521135353535,-75.96393201818182,31,99,Chester
Athena,OR,45.81065496464367,-118.50657376887713,22,36,Umatilla
Athens,AL,34.79554010688324,-86.96029549388865,515,785,Limestone
Athens,GA,33.95823352544521,-83.40641724785598,58,146,Clarke
Athens,NY,42.278113230769236,-73.84690207692307,6,13,Greene
Athens,OH,39.31148476744186,-82.08923464728682,16,43,Athens
Athens,PA,41.941357918580394,-76.50156173235217,17,58,Bradford
Athens,TN,35.45605564871127,-84.63799103540356,108,226,McMinn
Athens,TX,32.16614105000001,-95.87133904999999,5,20,Henderson
Athens,WI,44.945393527429836,-90.12800069162026,2,9,Marathon
Atherton,CA,37.466080623415614,-122.19924852285783,32,67,San Mateo
Athol,ID,48.009904196641685,-116.66480050892068,4,6,Bonner
Athol,MA,42.582423,-72.216942,3,9,Worcester
Atkins,AR,35.24072544549829,-92.8876009605282,77,99,Pope
Atkins,IA,41.9637965,-91.85814625,4,8,Benton
Atkins,VA,36.86936231190354,-81.41583679715646,58,74,Smyth
Atkinson,IL,41.406502,-89.97216800000002,1,5,Henry
Atkinson,NC,34.48337488888889,-78.15783294444445,3,9,Pender
Atkinson,NH,42.84588457575758,-71.17086596969698,8,33,Rockingham
Atlanta,GA,33.787890811600576,-84.39402489692509,16231,17791,Fulton
Atlanta,IL,40.25847757142857,-89.22249385714284,7,10,Logan
Atlanta,IN,40.18394857142857,-85.89710071428571,2,14,Hamilton
Atlanta,MI,45.0042,-84.143631,1,6,Montmorency
Atlanta,MO,39.98434500000001,-92.476003,1,4,Macon
Atlanta,TX,33.111225,-94.183342,1,6,Cass
Atlanta-Decatur,GA,33.715649,-84.23850999999998,5,8,DeKalb
Atlantic,IA,41.491064081660916,-94.99678781381144,68,104,Cass
Atlantic,VA,37.90861771428571,-75.51555357142857,3,14,Accomack
Atlantic Beach,FL,30.324469,-81.41005030769232,4,13,Duval
Atlantic Beach,NY,40.592222,-73.737163,1,3,Nassau
Atlantic City,NJ,39.37016141364028,-74.4507392928457,69,127,Atlantic
Atlantic Highlands,NJ,40.40810441666667,-74.03791752083333,6,16,Monmouth
Atlantic Mine,MI,47.040397,-88.67248199999997,1,5,Houghton
Atlas,MI,42.937848,-83.534379,2,3,Genesee
Atmore,AL,31.11411222331069,-87.47008656100063,82,136,Escambia
Atoka,TN,35.40127364285714,-89.81849285714284,4,14,Tipton
Attalla,AL,34.075004445225986,-86.0693248452105,38,67,Etowah
Attapulgus,GA,30.793011,-84.546899,1,4,Decatur
Attica,IN,40.243916258064516,-87.23624816129032,6,31,Fountain
Attica,NY,42.85358622972973,-78.28984396216215,20,37,Wyoming
Attleboro,MA,41.93130163871582,-71.32756239360587,160,224,Bristol
Attleboro Falls,MA,41.97072540487685,-71.2959388107812,58,70,Bristol
Atwater,CA,37.3410459177442,-120.60374718033597,803,1155,Merced
Atwater,MN,45.13887664897959,-94.81213178367348,17,49,Kandiyohi
Atwater,OH,41.0125513059375,-81.1547483771875,8,32,Portage
Atwood,CO,40.50552833076924,-103.25648585269231,15,26,Logan
Auberry,CA,37.0759777193446,-119.44927786405898,146,252,Fresno
Auburn,AL,32.58621213526341,-85.50461612348695,146,264,Lee
Auburn,CA,38.94249148701984,-121.08689648495722,1201,1991,Placer
Auburn,GA,34.031625527027025,-83.83545525000001,17,37,Barrow
Auburn,IA,42.253157,-94.858292,1,6,Sac
Auburn,IL,39.544781,-89.763191,1,2,Sangamon
Auburn,IN,41.33754067173127,-85.08455124545289,6,14,DeKalb
Auburn,KS,38.903339,-95.794006,1,2,Shawnee
Auburn,MA,42.191892719339364,-71.8462102863408,65,134,Worcester
Auburn,ME,44.019325333333335,-70.21233366666667,4,15,Androscoggin
Auburn,MI,43.61260682921799,-84.10348464015507,10,23,Bay
Auburn,NE,40.425816346153844,-95.83863634615385,6,13,Nemaha
Auburn,NH,43.00314923241579,-71.36158872572867,11,33,Rockingham
Auburn,NY,42.950405052287586,-76.54672217320262,20,51,Cayuga
Auburn,PA,40.580712133333336,-76.15082086666668,5,15,Schuylkill
Auburn,WA,47.3070988907675,-122.23935838209732,514,626,King
Auburn Hills,MI,42.67270344727829,-83.25363982866307,162,202,Oakland
Auburndale,FL,28.08669219641903,-81.81676953830772,92,206,Polk
Auburndale,MA,42.343487425275484,-71.25194668422866,40,66,Middlesex
Auburntown,TN,35.947799,-86.096903,1,4,Cannon
Audubon,IA,41.83455347994882,-94.93707776024372,1,5,Audubon
Audubon,MN,46.85565700512821,-95.96879782051282,19,26,Becker
Audubon,NJ,39.890488133333335,-75.07126720000001,4,15,Camden
Augusta,GA,33.452286954869415,-82.03531206642488,2787,4455,Richmond
Augusta,KY,38.727447,-83.984637,1,3,Bracken
Augusta,ME,44.34048786153846,-69.7925058923077,11,13,Kennebec
Augusta,MT,47.41506386122576,-112.361104486929,16,55,Lewis and Clark
Augusta,NJ,41.117327777777774,-74.71608644444444,3,9,Sussex
Augusta,WV,39.270300000000006,-78.55974678571428,5,14,Hampshire
Aulander,NC,36.184832,-77.133714,1,3,Bertie
Ault,CO,40.595295796761995,-104.71645157853942,17,46,Weld
Aumsville,OR,44.85709215472178,-122.84953633425906,48,65,Marion
Aurora,CO,39.70504977194889,-104.81022091940811,1088,1393,Arapahoe
Aurora,IL,41.78484557418168,-88.2889017576589,128,255,Kane
Aurora,IN,39.038409333333334,-84.9201468115942,12,69,Dearborn
Aurora,MN,47.542308553415445,-92.26851259345163,9,20,St. Louis
Aurora,NC,35.28359366666667,-76.822288,3,15,Beaufort
Aurora,NE,40.82182945815758,-98.01168719762083,13,28,Hamilton
Aurora,NY,42.758425,-76.620442,2,9,Cayuga
Aurora,OH,41.31646198666667,-81.32278638666666,8,25,Portage
Aurora,OR,45.245609240220865,-122.78458856092598,279,355,Marion
Aurora,UT,38.89397140009673,-111.92907268425992,12,20,Sevier
Aurora,WV,39.32446133333333,-79.54627583333334,4,8,Preston
Austell,GA,33.78155797477986,-84.57274349685483,382,445,Cobb
Austerlitz,NY,42.336076700926235,-73.45106019122778,15,29,Columbia
Austin,AR,35.023071855830636,-91.99822732403209,29,62,Lonoke
Austin,CO,38.779572,-107.950768,1,2,Delta
Austin,IN,38.74760203439682,-85.81936683887298,62,91,Scott
Austin,MN,43.6715655019875,-92.96334583022464,174,283,Mower
Austin,NV,39.55457484747909,-117.0374617504578,41,62,Lander
Austin,PA,41.603273358824715,-78.12113682485162,9,37,Potter
Austin,TX,30.295197919670752,-97.74220322808495,20243,30256,Travis
Austinburg,OH,41.78043916666667,-80.87159229166667,10,18,Ashtabula
Austinville,VA,36.83240558725732,-80.85510454568755,195,217,Carroll
Autaugaville,AL,32.44506376405924,-86.70432256706871,19,36,Autauga
Autryville,NC,35.029029176563256,-78.63988580285435,15,49,Sampson
Auxvasse,MO,38.93722044927761,-91.8322923934672,7,10,Callaway
Ava,MO,36.953641,-92.650506,1,3,Douglas
Ava,NY,43.346417528694005,-75.45645475134585,5,21,Oneida
Avalon,WI,42.653434,-88.806111,1,4,Rock
Avalon-Mulat,FL,30.5113730972973,-87.12993454885655,26,37,Santa Rosa
Ave Maria,FL,26.3239425,-81.4393595,2,8,Collier
Avella,PA,40.28655978188933,-80.46348192759928,15,43,Washington
Avenal,CA,35.94467816670029,-120.05317468582508,129,205,Kings
Avenel,NJ,40.5805179719602,-74.28478474087625,55,80,Middlesex
Aventura,FL,25.930695886363637,-80.15219677922077,308,308,Miami-Dade
Averill Park,NY,42.628387868635954,-73.54426056484182,51,115,Rensselaer
Avery,CA,38.21104223360618,-120.36936637967553,5,21,Calaveras
Avila Beach,CA,35.18113151605714,-120.73395516704447,60,109,San Luis Obispo
Avilla,IN,41.39473,-85.246719,1,6,Noble
Avis,PA,41.18512033928572,-77.31335794642858,10,28,Clinton
Avoca,IA,41.49619834372678,-95.33591867080673,55,68,Pottawattamie
Avoca,IN,38.9120755,-86.55067299999999,2,5,Lawrence
Avoca,MN,43.986392952380946,-95.60877247619047,6,14,Murray
Avon,CO,39.63046783110157,-106.50665907785522,77,100,Eagle
Avon,CT,41.78901541359559,-72.8486895972852,24,63,Hartford
Avon,IL,40.582569,-90.378067,1,3,Fulton
Avon,IN,39.7633085,-86.36108575,5,16,Hendricks
Avon,MA,42.12524744131931,-71.05831609234392,85,111,Norfolk
Avon,MN,45.604583208369334,-94.43878635325422,97,107,Stearns
Avon,MT,46.65593513605613,-112.60199744593571,22,43,Powell
Avon,NC,35.37831824954952,-75.49608748709149,9,24,Dare
Avon,NY,42.89821355275253,-77.71027659130627,11,39,Livingston
Avon,OH,41.46326311755385,-82.02370221062553,94,142,Lorain
Avon By the Sea,NJ,40.191955,-74.024254,1,1,Monmouth
Avon Lake,OH,41.485667,-82.019144,1,2,Lorain
Avon Park,FL,27.598091828255658,-81.50396694412022,195,553,Highlands
Avondale,AZ,33.45504034212613,-112.30926166713995,696,999,Maricopa
Avondale,CO,38.250575583904066,-104.34764222044898,7,22,Pueblo
Avondale,PA,39.819685229498404,-75.76309308467694,109,250,Chester
Avondale Estates,GA,33.78210075809524,-84.24484264571429,35,42,DeKalb
Avonmore,PA,40.51393433906484,-79.48624052852763,10,33,Westmoreland
Awendaw,SC,32.962318124999996,-79.69524557986112,12,36,Charleston
Axis,AL,30.955412846153845,-88.02602523076924,4,13,Mobile
Axson,GA,31.276588,-82.73425,1,4,Atkinson
Axtell,UT,39.053791,-111.822261,1,2,Sanpete
Axton,VA,36.65386055,-79.73611655215053,24,62,Henry
Ayden,NC,35.445034541151536,-77.3843690106368,14,41,Pitt
Ayer,MA,42.557087051282046,-71.57221964102565,12,39,Middlesex
Aylett,VA,37.802417239726715,-77.15317058290418,24,55,King William
Aynor,SC,33.971603412271826,-79.13284213616568,202,480,Horry
Azalea,OR,42.819370572774815,-123.25461622511891,69,80,Douglas
Azle,TX,32.8766775,-97.53135386666666,6,20,Tarrant
Aztec,NM,36.848607,-107.9729,1,4,San Juan
Azusa,CA,34.12980454468678,-117.90289918195087,1457,1900,Los Angeles
BWI Airport,MD,39.18855934872934,-76.67492423768479,5,10,Anne Arundel
Babb,MT,48.8362038541785,-113.39002905692955,22,35,Glacier
Babson Park,FL,27.844277083333335,-81.55345816666666,3,12,Polk
Babylon,NY,40.66442997921032,-73.37592419550353,40,93,Suffolk
Backus,MN,46.804546259246074,-94.5151684149424,70,150,Cass
Bacliff,TX,29.495801,-94.99336249999999,2,8,Galveston
Baconton,GA,31.357478498427632,-84.14168415855576,10,53,Mitchell
Baden,PA,40.62987241521103,-80.22858802829332,5,11,Beaver
